Evento;Ficheiro;MI Global;Alt A (Impacto Bilateral);Alt B (Bimodal);Alt C (MI P95);Curtose;Entropia;Norm_MI;Norm_Impacto;Índice Global (Base 2)
0x18;msort_perf_n5_evento...;0,0257;1,3636;0,35708298204194683;0,05444439898032982;0,8925470532306221;4,690378754367494;0,0039;0,0007;0,0084
0x06;msort_perf_n2_evento...;0,0278;0,0;0,7644481600760276;0,0;3,119882398555261;1,0041431124569988;0,0042;0,0;0,0084
0x08;msort_perf_n2_evento...;0,0248;0,0;0,4201515738309502;0,0;0,7856727116003075;3,7610413877852737;0,0038;0,0;0,0075
0xC2;msort_perf_n7_evento...;0,0198;0,6174;0,4405469761846485;0,039974993124107794;6,06458058463652;5,365612762006991;0,003;0,0003;0,0063
0xC3;msort_perf_n7_evento...;0,011;0,0293;0,4524187281062652;0,0;-0,7154010528264978;11,973760928130288;0,0017;0,0;0,0033
0xC7;msort_perf_n7_evento...;0,001;4,0;0,7396994354338724;0,0;1365,635299994566;0,062340004918350844;0,0001;0,0019;0,0022
0x0D;msort_perf_n3_evento...;0,0067;0,0;0,8983598619058807;0,0;23,449142233791935;0,2787981515044048;0,001;0,0;0,002
0x07;msort_perf_n2_evento...;0,0053;0,0;0,8802235077223329;0,0;12,656566540226107;0,4096325153380844;0,0008;0,0;0,0016
0xC4;msort_perf_n7_evento...;0,0004;1,0;1,0;0,00038207661927958103;495,2501943801745;0,020814071335501033;0,0001;0,0005;0,0006
0x05;msort_perf_n1_evento...;0,0;1,0;0,9999999999999993;0,001987967903677057;258,29143681122594;0,036022994169332356;0,0;0,0005;0,0005
0x0E;msort_perf_n3_evento...;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0x0F;msort_perf_n3_evento...;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0xE3;msort_perf_n9_evento...;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0xE1;msort_perf_n9_evento...;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0xD2;msort_perf_n9_evento...;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0xD1;msort_perf_n9_evento...;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0xC6;msort_perf_n7_evento...;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0x1A;msort_perf_n5_evento...;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0xE3;msort_perf_n10_event...;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0xE6;msort_perf_n10_event...;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0x7A;msort_perf_n6_evento...;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0x09;msort_perf_n2_evento...;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0x1E;msort_perf_n5_evento...;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0x0B;msort_perf_n2_evento...;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0x87;msort_perf_n6_evento...;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0x00;msort_perf_n1_evento...;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0xC1;msort_perf_n6_evento...;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0xCB;msort_perf_n8_evento...;0,0;0,0;1,0;0,0;9999,999999999998;0,0014730335283281598;0,0;0,0;0,0
0xC8;msort_perf_n8_evento...;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0x02;msort_perf_n1_evento...;0,0001;0,0;1,0000000000000002;0,0;1662,4990001003193;0,00728700721477045;0,0;0,0;0,0
0xCA;msort_perf_n8_evento...;0,0001;0,0;1,0;0,0;9999,999999999998;0,0014730335283281598;0,0;0,0;0,0
0xC9;msort_perf_n8_evento...;0,0;0,0;0,9067165349192647;0,0033280031952205302;28,09729221682498;0,2431084946396301;0,0;0,0;0,0
0xD0;msort_perf_n8_evento...;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
