Evento;Ficheiro;MI Global;Alt A (Impacto Bilateral);Alt B (Bimodal);Alt C (MI P95);Curtose;Entropia;Norm_MI;Norm_Impacto;Índice Global (Base 2)
0xC4;matmult_perf_n7_even...;0,004;1,0;1,0000000000000002;0,0;176,91275617055962;0,04919790151042349;0,0005;0,0027;0,0038
0x05;matmult_perf_n1_even...;0,0;1,0;0,9027019540090911;0,004617926555092078;163,19731355012905;0,06880894012266613;0,0;0,0027;0,0027
0x02;matmult_perf_n1_even...;0,0;1,0;0,9346270113981292;0,0;134,09914947249663;0,07204337013854743;0,0;0,0027;0,0027
0xE4;matmult_perf_n10_eve...;0,0098;0,0001;0,25457178317686163;0,0;7,590125184128125;3,8787540365402973;0,0013;0,0;0,0027
0xCA;matmult_perf_n8_even...;0,0031;0,5;0,20784327857330379;0,00019558737538893922;84,35774852835189;0,0995617041462911;0,0004;0,0014;0,0022
0x10.1;matmult_perf_n3_even...;0,0075;0,0387;0,2821284383650095;0,016983039919511445;1,482085090189361;4,2661082930201495;0,001;0,0001;0,0021
0xCB;matmult_perf_n8_even...;0,0027;0,5;0,20784327857330379;0,00019558737538893922;84,35774852835189;0,0995617041462911;0,0004;0,0014;0,0021
0x07;matmult_perf_n2_even...;0,0077;0,0001;0,8909099043114761;0,017779096033993858;13,975098156974736;0,37302902376892844;0,001;0,0;0,0021
0x10;matmult_perf_n3_even...;0,007;0,0387;0,2821284383650095;0,016983039919511445;1,482085090189361;4,2661082930201495;0,0009;0,0001;0,002
0xC9;matmult_perf_n8_even...;0,0038;0,0001;0,9609436962871093;0,004736909082189045;122,66330635153203;0,07214817639579697;0,0005;0,0;0,001
0xE5;matmult_perf_n10_eve...;0,003;0,0002;0,3148273571973665;0,0661081198657052;0,21541890704363587;3,632452239494629;0,0004;0,0;0,0008
0x0D;matmult_perf_n3_even...;0,0029;0,0001;0,9446459278868614;0,0;99,22701546007268;0,08879409174172198;0,0004;0,0;0,0008
0x06;matmult_perf_n2_even...;0,001;0,0;0,8067795496123294;0,0;11,138917073535113;0,5645824730968747;0,0001;0,0;0,0003
0xCC;matmult_perf_n8_even...;0,0;0,0394;0,29513435702294244;0,024630968394991015;1,4048680114556995;4,243051494068135;0,0;0,0001;0,0001
0x00;matmult_perf_n1_even...;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0x0F;matmult_perf_n3_even...;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0x0E;matmult_perf_n3_even...;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0x09;matmult_perf_n2_even...;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0x0B;matmult_perf_n2_even...;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0xE3;matmult_perf_n10_eve...;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0x7A;matmult_perf_n6_even...;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0x87;matmult_perf_n6_even...;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0xC1;matmult_perf_n6_even...;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0xD2;matmult_perf_n9_even...;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0xD1;matmult_perf_n9_even...;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0x13;matmult_perf_n4_even...;0,0;0,0;0,3344351534709916;0,0;0,022281167929425028;2,0610693965124733;0,0;0,0;0,0
0x1E;matmult_perf_n5_even...;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0x1A;matmult_perf_n5_even...;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0xE3;matmult_perf_n9_even...;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0xD0;matmult_perf_n8_even...;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0xC6;matmult_perf_n7_even...;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
